# SUBTLEX-US word frequencies (Brysbaert & New 2009; Zipf scale per Van Heuven et al. 2014)
# word	zipf	dominant_part_of_speech
simmons	3.756	Name
tails	3.756	Noun
tease	3.756	Verb
toad	3.756	Noun
crackers	3.754	Noun
craft	3.754	Noun
crook	3.754	Noun
dolls	3.754	Noun
feared	3.754	Verb
hyde	3.754	Name
intel	3.754	Noun
lethal	3.754	Adjective
lucille	3.754	Name
masks	3.754	Noun
merlin	3.754	Name
onions	3.754	Noun
pressing	3.754	Verb
scoop	3.754	Noun
sophia	3.754	Name
cozy	3.753	Adjective
delight	3.753	Noun
kirby	3.753	Name
orbit	3.753	Noun
seeking	3.753	Verb
shack	3.753	Noun
travels	3.753	Verb
adjust	3.751	Verb
blamed	3.751	Verb
essence	3.751	Noun
farther	3.751	Adverb
preserve	3.751	Verb
riley	3.751	Name
suction	3.751	Noun
tomb	3.751	Noun
doom	3.75	Noun
evacuate	3.75	Verb
fade	3.75	Verb
intent	3.75	Noun
oak	3.75	Noun
owl	3.75	Noun
promoted	3.75	Verb
quarrel	3.75	Noun
relevant	3.75	Adjective
republic	3.75	Noun
satisfy	3.75	Verb
scope	3.75	Noun
sleeve	3.75	Noun
consult	3.748	Verb
felony	3.748	Noun
fitting	3.748	Verb
knots	3.748	Noun
poop	3.748	Noun
projects	3.748	Noun
quantum	3.748	Noun
rubbish	3.748	Noun
speeches	3.748	Noun
audio	3.747	Noun
corridor	3.747	Noun
defeated	3.747	Verb
dove	3.747	Noun
framed	3.747	Verb
listed	3.747	Verb
lust	3.747	Noun
programs	3.747	Noun
relieve	3.747	Verb
shells	3.747	Noun
stanford	3.747	Name
taller	3.747	Adjective
trainer	3.747	Noun
vest	3.747	Noun
collapse	3.745	Verb
dusty	3.745	Adjective
execute	3.745	Verb
foreman	3.745	Noun
gorilla	3.745	Noun
issued	3.745	Verb
madonna	3.745	Name
mia	3.745	Name
phyllis	3.745	Name
rodeo	3.745	Noun
stressed	3.745	Verb
vanished	3.745	Verb
vera	3.745	Name
blair	3.744	Name
burglar	3.744	Noun
cola	3.744	Noun
educated	3.744	Adjective
freeway	3.744	Noun
ghetto	3.744	Noun
grid	3.744	Noun
heavenly	3.744	Adjective
loosen	3.744	Verb
maiden	3.744	Noun
maine	3.744	Name
moose	3.744	Noun
pinky	3.744	Name
profits	3.744	Noun
punched	3.744	Verb
shuttle	3.744	Noun
submit	3.744	Verb
veins	3.744	Noun
bloom	3.742	Verb
chewing	3.742	Verb
col	3.742	Noun
hah	3.742	Interjection
lemonade	3.742	Noun
oui	3.742	Unclassified
prey	3.742	Noun
ruled	3.742	Verb
sane	3.742	Adjective
scumbag	3.742	Noun
sol	3.742	Name
tactical	3.742	Adjective
bark	3.741	Noun
bites	3.741	Noun
channels	3.741	Noun
dozens	3.741	Noun
february	3.741	Name
grocery	3.741	Noun
mildred	3.741	Name
monte	3.741	Name
possess	3.741	Verb
sew	3.741	Verb
slot	3.741	Noun
unlock	3.741	Verb
warp	3.741	Noun
weep	3.741	Verb
whispers	3.741	Verb
allows	3.739	Verb
barber	3.739	Noun
dismiss	3.739	Verb
hesitate	3.739	Verb
hiring	3.739	Verb
listens	3.739	Verb
puppet	3.739	Noun
runway	3.739	Noun
scouts	3.739	Noun
sidewalk	3.739	Noun
spying	3.739	Verb
squirrel	3.739	Noun
waltz	3.739	Noun
archer	3.737	Name
bananas	3.737	Noun
jasmine	3.737	Noun
joshua	3.737	Name
nazis	3.737	Noun
puppies	3.737	Noun
reader	3.737	Noun
ambush	3.736	Noun
anyplace	3.736	Adverb
chops	3.736	Noun
hee	3.736	Unclassified
mint	3.736	Noun
portrait	3.736	Noun
rang	3.736	Verb
roland	3.736	Name
sixty	3.736	Number
asian	3.734	Adjective
choosing	3.734	Verb
deserted	3.734	Verb
elders	3.734	Noun
forcing	3.734	Verb
gregory	3.734	Name
hatred	3.734	Noun
leopard	3.734	Noun
rescued	3.734	Verb
theories	3.734	Noun
tougher	3.734	Adjective
tourists	3.734	Noun
vow	3.734	Noun
clumsy	3.733	Adjective
corners	3.733	Noun
digital	3.733	Adjective
examined	3.733	Verb
fag	3.733	Noun
failing	3.733	Verb
hanna	3.733	Name
pause	3.733	Noun
popping	3.733	Verb
towers	3.733	Noun
ammo	3.731	Noun
bands	3.731	Noun
bin	3.731	Noun
campbell	3.731	Name
delayed	3.731	Verb
dwight	3.731	Name
employer	3.731	Noun
equally	3.731	Adverb
florence	3.731	Name
hideous	3.731	Adjective
mock	3.731	Verb
negro	3.731	Noun
tango	3.731	Noun
thankful	3.731	Adjective
addict	3.73	Noun
ambition	3.73	Noun
ant	3.73	Noun
donkey	3.73	Noun
erica	3.73	Name
ethics	3.73	Noun
ferry	3.73	Noun
finance	3.73	Noun
helm	3.73	Name
mouths	3.73	Noun
offence	3.73	Noun
peel	3.73	Verb
rebel	3.73	Noun
requests	3.73	Noun
sponsor	3.73	Noun
bees	3.728	Noun
blouse	3.728	Noun
crank	3.728	Verb
dancers	3.728	Noun
gangster	3.728	Noun
holt	3.728	Name
kneel	3.728	Verb
landlord	3.728	Noun
peek	3.728	Noun
prophet	3.728	Noun
stray	3.728	Adjective
vomit	3.728	Verb
warner	3.728	Name
wrecked	3.728	Verb
artery	3.726	Noun
choir	3.726	Noun
corrupt	3.726	Adjective
flirting	3.726	Verb
rivers	3.726	Noun
topic	3.726	Noun
asia	3.725	Name
cottage	3.725	Noun
dealers	3.725	Noun
diapers	3.725	Noun
dose	3.725	Noun
egypt	3.725	Name
iris	3.725	Name
nova	3.725	Name
spice	3.725	Noun
atlantis	3.723	Name
bruises	3.723	Noun
einstein	3.723	Name
gravy	3.723	Noun
humour	3.723	Noun
impulse	3.723	Noun
includes	3.723	Verb
madman	3.723	Noun
pains	3.723	Noun
pearls	3.723	Noun
sherlock	3.723	Name
stalking	3.723	Verb
brazil	3.722	Name
denial	3.722	Noun
greet	3.722	Verb
kung	3.722	Noun
lone	3.722	Adjective
measures	3.722	Noun
produced	3.722	Verb
rushed	3.722	Verb
sole	3.722	Adjective
thirteen	3.722	Number
trance	3.722	Noun
advised	3.72	Verb
carbon	3.72	Noun
chaplin	3.72	Name
colt	3.72	Name
designer	3.72	Noun
devils	3.72	Noun
gutter	3.72	Noun
interior	3.72	Noun
marker	3.72	Noun
olivia	3.72	Name
que	3.72	Unclassified
reaches	3.72	Verb
realised	3.72	Verb
shoo	3.72	Interjection
stamps	3.72	Noun
stripper	3.72	Noun
text	3.72	Noun
tribute	3.72	Noun
arrogant	3.718	Adjective
cuffs	3.718	Noun
globe	3.718	Noun
goofy	3.718	Adjective
gunfire	3.718	Noun
heir	3.718	Noun
kentucky	3.718	Name
marble	3.718	Noun
offend	3.718	Verb
rains	3.718	Verb
vibe	3.718	Noun
waving	3.718	Verb
boogie	3.717	Noun
dont	3.717	Noun
hairs	3.717	Noun
junkie	3.717	Noun
leaf	3.717	Noun
precise	3.717	Adjective
repay	3.717	Verb
teaches	3.717	Verb
abraham	3.715	Name
ana	3.715	Name
bulls	3.715	Noun
buyer	3.715	Noun
fracture	3.715	Noun
fugitive	3.715	Noun
gained	3.715	Verb
shifts	3.715	Noun
slower	3.715	Adverb
untie	3.715	Verb
banquet	3.713	Noun
buddha	3.713	Name
cassie	3.713	Name
caution	3.713	Noun
condom	3.713	Noun
dante	3.713	Name
fay	3.713	Name
freezer	3.713	Noun
golly	3.713	Interjection
hunk	3.713	Noun
hup	3.713	Verb
mode	3.713	Noun
needles	3.713	Noun
override	3.713	Noun
rep	3.713	Noun
saves	3.713	Verb
slippers	3.713	Noun
strap	3.713	Noun
thread	3.713	Noun
trousers	3.713	Noun
tumor	3.713	Noun
valet	3.713	Noun
virtue	3.713	Noun
dom	3.712	Name
fanny	3.712	Name
fragile	3.712	Adjective
goals	3.712	Noun
hanged	3.712	Verb
marc	3.712	Name
panicked	3.712	Verb
purposes	3.712	Noun
saloon	3.712	Noun
secured	3.712	Verb
sensors	3.712	Noun
shields	3.712	Noun
smokes	3.712	Verb
sobbing	3.712	Verb
tammy	3.712	Name
waist	3.712	Noun
amazed	3.71	Adjective
detect	3.71	Verb
drip	3.71	Noun
fails	3.71	Verb
francs	3.71	Noun
hog	3.71	Noun
juvenile	3.71	Adjective
majority	3.71	Noun
peacock	3.71	Name
rifles	3.71	Noun
skeleton	3.71	Noun
allies	3.708	Noun
assets	3.708	Noun
battles	3.708	Noun
blankets	3.708	Noun
choking	3.708	Verb
contains	3.708	Verb
fatty	3.708	Noun
immortal	3.708	Adjective
motto	3.708	Noun
publish	3.708	Verb
secretly	3.708	Adverb
sip	3.708	Noun
syrup	3.708	Noun
thorn	3.708	Name
unstable	3.708	Adjective
altar	3.707	Noun
amigo	3.707	Unclassified
funky	3.707	Adjective
grunting	3.707	Noun
hilary	3.707	Name
jade	3.707	Noun
lyrics	3.707	Noun
premises	3.707	Noun
treason	3.707	Noun
ads	3.705	Noun
blink	3.705	Verb
cafe	3.705	Noun
dried	3.705	Verb
jingle	3.705	Noun
mechanic	3.705	Noun
purely	3.705	Adverb
raines	3.705	Name
regards	3.705	Verb
reno	3.705	Name
reserved	3.705	Verb
ribbon	3.705	Noun
rosa	3.705	Name
skipped	3.705	Verb
unlikely	3.705	Adjective
vagina	3.705	Noun
bluffing	3.703	Verb
buckle	3.703	Verb
flick	3.703	Noun
gladly	3.703	Adverb
hotels	3.703	Noun
hound	3.703	Noun
lynch	3.703	Name
maxwell	3.703	Name
noisy	3.703	Adjective
payroll	3.703	Noun
resign	3.703	Verb
stash	3.703	Noun
tara	3.703	Name
traces	3.703	Noun
utter	3.703	Adjective
camel	3.702	Noun
cocoa	3.702	Noun
condoms	3.702	Noun
contempt	3.702	Noun
justify	3.702	Verb
legacy	3.702	Noun
mainly	3.702	Adverb
opinions	3.702	Noun
rational	3.702	Adjective
region	3.702	Noun
sparks	3.702	Noun
spelling	3.702	Noun
suggests	3.702	Verb
abducted	3.7	Verb
burgers	3.7	Noun
climbed	3.7	Verb
flavor	3.7	Noun
freaky	3.7	Adjective
involves	3.7	Verb
nemo	3.7	Noun
stitches	3.7	Noun
youngest	3.7	Adjective
belts	3.698	Noun
canadian	3.698	Adjective
conquer	3.698	Verb
herb	3.698	Noun
lulu	3.698	Name
pissing	3.698	Verb
plasma	3.698	Noun
speeding	3.698	Verb
static	3.698	Adjective
stoned	3.698	Verb
torch	3.698	Noun
birdie	3.697	Noun
columbus	3.697	Name
crappy	3.697	Adjective
desires	3.697	Noun
economic	3.697	Adjective
ensure	3.697	Verb
flipped	3.697	Verb
jumps	3.697	Verb
par	3.697	Noun
patterns	3.697	Noun
psst	3.697	Name
restore	3.697	Verb
runner	3.697	Noun
slapped	3.697	Verb
slug	3.697	Noun
smelling	3.697	Verb
visible	3.697	Adjective
accusing	3.695	Verb
chronic	3.695	Adjective
cordy	3.695	Name
hath	3.695	Verb
lasts	3.695	Verb
memphis	3.695	Name
mustache	3.695	Noun
quiz	3.695	Noun
recorder	3.695	Noun
rookie	3.695	Noun
rosemary	3.695	Name
seoul	3.695	Name
shakes	3.695	Verb
shanghai	3.695	Name
sinking	3.695	Verb
sketch	3.695	Noun
update	3.695	Noun
yang	3.695	Name
apache	3.693	Adjective
artistic	3.693	Adjective
careless	3.693	Adjective
cheaper	3.693	Adjective
coughing	3.693	Verb
cracks	3.693	Noun
dagger	3.693	Noun
ethel	3.693	Name
finn	3.693	Noun
humming	3.693	Verb
licence	3.693	Noun
lid	3.693	Noun
maker	3.693	Noun
maps	3.693	Noun
reckless	3.693	Adjective
skating	3.693	Verb
smiled	3.693	Verb
snapped	3.693	Verb
suckers	3.693	Noun
tricked	3.693	Verb
walsh	3.693	Name
abroad	3.692	Adverb
allowing	3.692	Verb
biology	3.692	Noun
biting	3.692	Verb
blunt	3.692	Adjective
bridges	3.692	Noun
childish	3.692	Adjective
disposal	3.692	Noun
gale	3.692	Name
rebels	3.692	Noun
toxic	3.692	Adjective
tracked	3.692	Verb
utah	3.692	Name
weasel	3.692	Noun
atomic	3.69	Adjective
axe	3.69	Noun
bushes	3.69	Noun
cetera	3.69	Adverb
ciao	3.69	Interjection
columbia	3.69	Name
dearly	3.69	Adverb
distract	3.69	Verb
edition	3.69	Noun
heap	3.69	Noun
knox	3.69	Name
numb	3.69	Adjective
selected	3.69	Verb
stakes	3.69	Noun
utterly	3.69	Adverb
venus	3.69	Name
wolfram	3.69	Name
brent	3.688	Name
carlo	3.688	Name
crop	3.688	Noun
faculty	3.688	Noun
fuse	3.688	Noun
loading	3.688	Verb
merci	3.688	Noun
reduced	3.688	Verb
sued	3.688	Verb
verify	3.688	Verb
arc	3.686	Name
awards	3.686	Noun
decade	3.686	Noun
hence	3.686	Adverb
hunters	3.686	Noun
jockey	3.686	Noun
judith	3.686	Name
lizard	3.686	Noun
partial	3.686	Adjective
pension	3.686	Noun
plumbing	3.686	Noun
priests	3.686	Noun
regiment	3.686	Noun
resolve	3.686	Verb
restless	3.686	Adjective
screamed	3.686	Verb
suitable	3.686	Adjective
valve	3.686	Noun
vienna	3.686	Name
beaver	3.685	Noun
deepest	3.685	Adjective
hum	3.685	Interjection
racist	3.685	Adjective
refuses	3.685	Verb
rental	3.685	Noun
seize	3.685	Verb
uptown	3.685	Adverb
assembly	3.683	Noun
digger	3.683	Name
dink	3.683	Name
fabric	3.683	Noun
frost	3.683	Name
greed	3.683	Noun
mild	3.683	Adjective
moaning	3.683	Verb
noted	3.683	Verb
reply	3.683	Noun
tickle	3.683	Verb
affects	3.681	Verb
alter	3.681	Verb
cheyenne	3.681	Name
comrades	3.681	Noun
features	3.681	Noun
fierce	3.681	Adjective
grim	3.681	Adjective
homeland	3.681	Noun
pageant	3.681	Noun
pussycat	3.681	Noun
rag	3.681	Noun
rangers	3.681	Noun
sadness	3.681	Noun
showers	3.681	Noun
tipped	3.681	Verb
whining	3.681	Verb
banker	3.679	Noun
broom	3.679	Noun
confuse	3.679	Verb
dim	3.679	Verb
discount	3.679	Noun
estimate	3.679	Noun
grain	3.679	Noun
longest	3.679	Adjective
mates	3.679	Noun
noses	3.679	Noun
poems	3.679	Noun
pooh	3.679	Name
swept	3.679	Verb
vanquish	3.679	Verb
voodoo	3.679	Noun
burial	3.677	Noun
chiefs	3.677	Noun
collier	3.677	Name
meds	3.677	Noun
moms	3.677	Noun
relate	3.677	Verb
specimen	3.677	Noun
violin	3.677	Noun
clap	3.676	Verb
formed	3.676	Verb
fuller	3.676	Name
gulf	3.676	Noun
invest	3.676	Verb
kitten	3.676	Noun
nash	3.676	Name
onboard	3.676	Noun
rubbing	3.676	Verb
sirens	3.676	Noun
softly	3.676	Adverb
spooky	3.676	Adjective
tactics	3.676	Noun
venture	3.676	Noun
voting	3.676	Noun
yearbook	3.676	Noun
amelia	3.674	Name
expects	3.674	Verb
marina	3.674	Name
opponent	3.674	Noun
pumping	3.674	Verb
raft	3.674	Noun
sadly	3.674	Adverb
sewer	3.674	Noun
sought	3.674	Verb
souvenir	3.674	Noun
thorough	3.674	Adjective
yank	3.674	Verb
adoption	3.672	Noun
balloons	3.672	Noun
batman	3.672	Name
bunker	3.672	Noun
cutter	3.672	Noun
deborah	3.672	Name
losses	3.672	Noun
prettier	3.672	Adjective
robber	3.672	Noun
scarf	3.672	Noun
spa	3.672	Noun
treaty	3.672	Noun
academic	3.67	Adjective
activate	3.67	Verb
adopt	3.67	Verb
bloke	3.67	Noun
chatter	3.67	Noun
comments	3.67	Noun
dinners	3.67	Noun
edwards	3.67	Name
ernest	3.67	Name
frances	3.67	Name
handing	3.67	Verb
hotter	3.67	Adjective
lens	3.67	Noun
lilly	3.67	Name
limb	3.67	Noun
mafia	3.67	Noun
maya	3.67	Name
prayed	3.67	Verb
realm	3.67	Noun
sights	3.67	Noun
tad	3.67	Noun
thumbs	3.67	Noun
traps	3.67	Noun
verse	3.67	Noun
blackie	3.668	Name
flock	3.668	Noun
fritz	3.668	Name
gideon	3.668	Noun
peas	3.668	Noun
sunk	3.668	Verb
tourist	3.668	Noun
triumph	3.668	Noun
urban	3.668	Adjective
weekly	3.668	Adjective
decency	3.667	Noun
flank	3.667	Noun
hamlet	3.667	Name
lin	3.667	Name
quack	3.667	Interjection
snuck	3.667	Verb
solar	3.667	Adjective
starved	3.667	Verb
sunlight	3.667	Noun
abort	3.665	Verb
athlete	3.665	Noun
commence	3.665	Verb
curve	3.665	Noun
grenade	3.665	Noun
initials	3.665	Noun
invent	3.665	Verb
lightly	3.665	Adverb
midget	3.665	Noun
mirrors	3.665	Noun
notebook	3.665	Noun
pickle	3.665	Noun
sessions	3.665	Noun
tutor	3.665	Noun
unload	3.665	Verb
acres	3.663	Noun
asylum	3.663	Noun
bidding	3.663	Noun
bonjour	3.663	Verb
bugging	3.663	Verb
cement	3.663	Noun
coconut	3.663	Noun
crucial	3.663	Adjective
curfew	3.663	Noun
dudley	3.663	Name
equals	3.663	Verb
flights	3.663	Noun
gambler	3.663	Noun
heroic	3.663	Adjective
pike	3.663	Noun
salon	3.663	Noun
schmuck	3.663	Noun
alabama	3.661	Name
bing	3.661	Name
briefing	3.661	Noun
feminine	3.661	Adjective
flee	3.661	Verb
fucks	3.661	Verb
garrison	3.661	Noun
grasp	3.661	Noun
irony	3.661	Noun
joker	3.661	Noun
overseas	3.661	Adverb
rail	3.661	Noun
sheer	3.661	Adjective
sneakers	3.661	Noun
spies	3.661	Noun
talents	3.661	Noun
violated	3.661	Verb
visits	3.661	Noun
britain	3.659	Name
bulldog	3.659	Noun
chopped	3.659	Verb
dragons	3.659	Noun
drawings	3.659	Noun
filing	3.659	Verb
flown	3.659	Verb
hating	3.659	Verb
intern	3.659	Noun
nipples	3.659	Noun
spear	3.659	Noun
whites	3.659	Noun
abused	3.657	Verb
addicted	3.657	Verb
cowboys	3.657	Noun
dryer	3.657	Noun
filth	3.657	Noun
jasper	3.657	Name
lining	3.657	Noun
metro	3.657	Name
packs	3.657	Noun
pinned	3.657	Verb
rach	3.657	Name
riddle	3.657	Noun
robbers	3.657	Noun
vague	3.657	Adjective
boost	3.655	Noun
despise	3.655	Verb
expelled	3.655	Verb
faking	3.655	Verb
farmers	3.655	Noun
freud	3.655	Name
growling	3.655	Verb
improved	3.655	Verb
islands	3.655	Noun
judas	3.655	Name
matching	3.655	Adjective
porno	3.655	Noun
protein	3.655	Noun
rehearse	3.655	Verb
robots	3.655	Noun
surfing	3.655	Verb
blasted	3.654	Adjective
gifted	3.654	Adjective
harlem	3.654	Name
panama	3.654	Name
pins	3.654	Noun
plumber	3.654	Noun
proving	3.654	Verb
shops	3.654	Noun
trek	3.654	Name
acquired	3.652	Verb
altered	3.652	Verb
balboa	3.652	Name
barton	3.652	Name
dared	3.652	Verb
duchess	3.652	Noun
gracias	3.652	Unclassified
horizon	3.652	Noun
keen	3.652	Adjective
loaf	3.652	Noun
marathon	3.652	Noun
seeds	3.652	Noun
smartest	3.652	Adjective
steele	3.652	Name
suzanne	3.652	Name
tapped	3.652	Verb
weddings	3.652	Noun
whoops	3.652	Interjection
yummy	3.652	Adjective
cherish	3.65	Verb
cleaners	3.65	Noun
crow	3.65	Noun
cult	3.65	Noun
divided	3.65	Verb
fleming	3.65	Name
grill	3.65	Noun
guinea	3.65	Noun
hicks	3.65	Name
jose	3.65	Name
josie	3.65	Name
lookout	3.65	Noun
mills	3.65	Name
origin	3.65	Noun
puff	3.65	Noun
shaved	3.65	Verb
spiders	3.65	Noun
survey	3.65	Noun
warmth	3.65	Noun
werewolf	3.65	Noun
yoga	3.65	Noun
barracks	3.648	Noun
buffet	3.648	Noun
chang	3.648	Name
claws	3.648	Noun
grudge	3.648	Noun
les	3.648	Name
payments	3.648	Noun
peep	3.648	Noun
sweaty	3.648	Adjective
swine	3.648	Noun
trooper	3.648	Noun
vile	3.648	Adjective
advisor	3.646	Noun
allah	3.646	Name
blackout	3.646	Noun
cheeks	3.646	Noun
doggy	3.646	Noun
endure	3.646	Verb
greece	3.646	Name
hump	3.646	Noun
jets	3.646	Noun
lowest	3.646	Adjective
marge	3.646	Name
missouri	3.646	Name
oklahoma	3.646	Name
piggy	3.646	Noun
probe	3.646	Noun
promote	3.646	Verb
referred	3.646	Verb
rhyme	3.646	Noun
ruins	3.646	Noun
slippery	3.646	Adjective
vent	3.646	Noun
dandy	3.644	Noun
fled	3.644	Verb
handles	3.644	Verb
mash	3.644	Noun
parallel	3.644	Adjective
radius	3.644	Noun
remark	3.644	Noun
scars	3.644	Noun
squadron	3.644	Noun
striking	3.644	Verb
villa	3.644	Noun
alaska	3.642	Name
bosses	3.642	Noun
cain	3.642	Name
claw	3.642	Noun
dames	3.642	Noun
giants	3.642	Noun
jerks	3.642	Noun
orderly	3.642	Adjective
rapid	3.642	Adjective
remained	3.642	Verb
rocking	3.642	Verb
sailors	3.642	Noun
scrap	3.642	Noun
seas	3.642	Noun
squash	3.642	Noun
steals	3.642	Verb
strangle	3.642	Verb
ticking	3.642	Verb
undo	3.642	Verb
vermont	3.642	Name
boards	3.64	Noun
bugger	3.64	Noun
caller	3.64	Noun
fainted	3.64	Verb
flint	3.64	Name
manning	3.64	Name
portal	3.64	Noun
poured	3.64	Verb
slater	3.64	Name
sniper	3.64	Noun
sushi	3.64	Noun
traded	3.64	Verb
wrists	3.64	Noun
antidote	3.638	Noun
buzzing	3.638	Verb
comics	3.638	Noun
doe	3.638	Name
gangs	3.638	Noun
immune	3.638	Adjective
lifting	3.638	Verb
pawn	3.638	Noun
portion	3.638	Noun
posse	3.638	Noun
poverty	3.638	Noun
rays	3.638	Noun
survivor	3.638	Noun
tripped	3.638	Verb
tunnels	3.638	Noun
wah	3.638	Unclassified
attempts	3.636	Noun
ballroom	3.636	Noun
chilly	3.636	Adjective
doo	3.636	Unclassified
gasping	3.636	Verb
hastings	3.636	Name
hawkins	3.636	Name
healed	3.636	Verb
nixon	3.636	Name
oral	3.636	Adjective
organic	3.636	Adjective
organize	3.636	Verb
sanders	3.636	Name
shutting	3.636	Verb
swords	3.636	Noun
tomatoes	3.636	Noun
traced	3.636	Verb
truce	3.636	Noun
videos	3.636	Noun
website	3.636	Noun
achieved	3.634	Verb
agrees	3.634	Verb
alec	3.634	Name
ankles	3.634	Noun
barbie	3.634	Name
coins	3.634	Noun
contents	3.634	Noun
dine	3.634	Verb
gunther	3.634	Name
juicy	3.634	Adjective
leash	3.634	Noun
linked	3.634	Verb
min	3.634	Noun
mold	3.634	Noun
notified	3.634	Verb
pastor	3.634	Noun
planets	3.634	Noun
reduce	3.634	Verb
tackle	3.634	Verb
blend	3.632	Verb
confront	3.632	Verb
diaper	3.632	Noun
drawers	3.632	Noun
gap	3.632	Noun
iced	3.632	Adjective
kin	3.632	Noun
melon	3.632	Noun
nuns	3.632	Noun
paycheck	3.632	Noun
radical	3.632	Adjective
richmond	3.632	Name
salads	3.632	Noun
spinal	3.632	Adjective
taped	3.632	Verb
triangle	3.632	Noun
trim	3.632	Verb
turf	3.632	Noun
bouncing	3.63	Verb
cheng	3.63	Name
equipped	3.63	Verb
flowing	3.63	Verb
greatly	3.63	Adverb
leaning	3.63	Verb
lure	3.63	Verb
olympics	3.63	Noun
pablo	3.63	Name
seminar	3.63	Noun
tigers	3.63	Noun
betrayal	3.628	Noun
canvas	3.628	Noun
dang	3.628	Name
forged	3.628	Verb
froze	3.628	Verb
immunity	3.628	Noun
natives	3.628	Noun
onion	3.628	Noun
outfits	3.628	Noun
pasta	3.628	Noun
playboy	3.628	Noun
reject	3.628	Verb
sneaky	3.628	Adjective
visa	3.628	Noun
whistles	3.628	Verb
yells	3.628	Verb
airborne	3.626	Adjective
apparent	3.626	Adjective
boiling	3.626	Verb
chanting	3.626	Verb
coco	3.626	Name
condo	3.626	Noun
cuban	3.626	Adjective
doughnut	3.626	Noun
flare	3.626	Noun
freely	3.626	Adverb
hacked	3.626	Verb
herbert	3.626	Name
hull	3.626	Noun
hurley	3.626	Noun
infant	3.626	Noun
kidneys	3.626	Noun
magnetic	3.626	Adjective
neutral	3.626	Adjective
padre	3.626	Noun
petition	3.626	Noun
ronald	3.626	Name
shampoo	3.626	Noun
skates	3.626	Noun
splash	3.626	Noun
teasing	3.626	Verb
bomber	3.624	Noun
canned	3.624	Adjective
chores	3.624	Noun
coca	3.624	Name
coolest	3.624	Adjective
daring	3.624	Adjective
gardener	3.624	Noun
morons	3.624	Noun
ops	3.624	Noun
restored	3.624	Verb
rube	3.624	Name
shipped	3.624	Verb
shouts	3.624	Verb
bates	3.622	Name
chimney	3.622	Noun
chubby	3.622	Adjective
dork	3.622	Noun
extended	3.622	Adjective
itch	3.622	Noun
orgasm	3.622	Noun
profound	3.622	Adjective
reflect	3.622	Verb
ripe	3.622	Adjective
tailor	3.622	Noun
batch	3.62	Noun
bummer	3.62	Noun
casting	3.62	Verb
claiming	3.62	Verb
groove	3.62	Noun
gunshots	3.62	Noun
hooks	3.62	Noun
ignition	3.62	Noun
locking	3.62	Verb
mailbox	3.62	Noun
martinez	3.62	Name
pairs	3.62	Noun
rye	3.62	Noun
saigon	3.62	Name
skiing	3.62	Noun
tenth	3.62	Number
villain	3.62	Noun
weary	3.62	Adjective
bandits	3.618	Noun
bender	3.618	Name
castro	3.618	Name
chunk	3.618	Noun
combined	3.618	Verb
devotion	3.618	Noun
honors	3.618	Noun
mop	3.618	Noun
oregon	3.618	Name
postcard	3.618	Noun
puerto	3.618	Name
punks	3.618	Noun
ruthless	3.618	Adjective
smelly	3.618	Adjective
sonar	3.618	Noun
stroll	3.618	Noun
cha	3.616	Noun
cocky	3.616	Adjective
crippled	3.616	Verb
morale	3.616	Noun
pry	3.616	Verb
relation	3.616	Noun
retrieve	3.616	Verb
salvage	3.616	Verb
scrape	3.616	Verb
seasons	3.616	Noun
settling	3.616	Verb
trumpet	3.616	Noun
unlucky	3.616	Adjective
vanity	3.616	Noun
apes	3.614	Noun
beaches	3.614	Noun
chump	3.614	Noun
clan	3.614	Noun
comedian	3.614	Noun
crate	3.614	Noun
curb	3.614	Noun
delilah	3.614	Name
destined	3.614	Verb
dixie	3.614	Name
elderly	3.614	Adjective
employed	3.614	Verb
ferris	3.614	Name
gerald	3.614	Name
giggling	3.614	Verb
givin	3.614	Noun
qualify	3.614	Verb
rates	3.614	Noun
ruling	3.614	Noun
stunning	3.614	Adjective
teen	3.614	Noun
void	3.614	Noun
alias	3.612	Noun
angus	3.612	Name
bubba	3.612	Name
cardinal	3.612	Noun
dialogue	3.612	Noun
donor	3.612	Noun
hitch	3.612	Noun
hulk	3.612	Noun
ignoring	3.612	Verb
keeper	3.612	Noun
labs	3.612	Noun
medals	3.612	Noun
peaches	3.612	Noun
phantom	3.612	Noun
rom	3.612	Verb
stocks	3.612	Noun
tighter	3.612	Adjective
category	3.61	Noun
compass	3.61	Noun
cora	3.61	Name
cunning	3.61	Adjective
discreet	3.61	Adjective
extent	3.61	Noun
housing	3.61	Noun
insecure	3.61	Adjective
lively	3.61	Adjective
nursery	3.61	Noun
panting	3.61	Verb
punching	3.61	Verb
rev	3.61	Noun
rockets	3.61	Noun
runaway	3.61	Adjective
slavery	3.61	Noun
steering	3.61	Noun
whacked	3.61	Verb
wright	3.61	Name
yum	3.61	Interjection
denying	3.608	Verb
fink	3.608	Noun
gardens	3.608	Noun
gareth	3.608	Name
gen	3.608	Noun
generals	3.608	Noun
geneva	3.608	Name
judged	3.608	Verb
jupiter	3.608	Name
manly	3.608	Adjective
norma	3.608	Name
ounce	3.608	Noun
richest	3.608	Adjective
risking	3.608	Verb
toughest	3.608	Adjective
tuition	3.608	Noun
uptight	3.608	Adjective
views	3.608	Noun
yield	3.608	Verb
adding	3.606	Verb
domino	3.606	Noun
finch	3.606	Name
knocks	3.606	Noun
mar	3.606	Verb
matched	3.606	Verb
